LICENSE TYPE,LICENSE NO,LICENSE STATUS,FULL NAME,ISSUE DATE,EXPIRATION DATE,ADDR LINE 1,ADDR LINE 2,CITY,STATE,ZIPCODE,PHONE,DISCIPLINARY ACTION,DOCKET NUMBER,EMAIL,QUALIFIER
Contractor With LRF,4973477-5501,Active,"UINTAH PLUMBING & HEATING, LLC",2001-11-05,2025-11-30,restricted,restricted,MURRAY,UT,84107,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14189704-5501,Active,J8 Plumbing LLC,2024-11-06,2025-11-30,restricted,restricted,Riverton,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10745857-5501,Active,"Sanders Plumbing and Heating, Inc.",2018-03-28,2025-11-30,restricted,restricted,MANTI,UT,84642,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5983128-5501,Active,American Plumbing Services,2005-09-02,2025-11-30,restricted,restricted,PROVO,UT,84604,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12525496-5501,Active,HP Construction Inc,2021-10-20,2025-11-30,restricted,restricted,Heber City,UT,84032,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5894854-5501,Active,"Radiant Design Systems, LLP",2005-06-02,2025-11-30,restricted,restricted,GENOLA,UT,84655,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13928667-5501,Active,S&L Plumbing Co LLC,2024-05-13,2025-11-30,restricted,restricted,Lehi,UT,84043,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5034847-5501,Active,"SHAMROCK PLUMBING, LLC.",2002-03-12,2025-11-30,restricted,restricted,NORTH SALT LAKE,UT,84054,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10464481-5501,Active,"Larsen HVAC, LLC",2017-08-02,2025-11-30,restricted,restricted,SOUTH JORDAN,UT,84009,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13302581-5501,Active,North Slope Plumbing LLC,2023-03-23,2025-11-30,restricted,restricted,Oakley,UT,84055,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12275287-5501,Active,"ARCH PLUMBING, L.L.C.",2021-04-27,2025-11-30,restricted,restricted,SYRACUSE,UT,84075,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9483877-5501,Active,"Salt Creek Plumbing, LLC",2015-08-06,2025-11-30,restricted,restricted,NEPHI,UT,84648,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,376827-5501,Active,"Jasper Plumbing, Inc.",1999-11-16,2025-11-30,restricted,restricted,Lehi,UT,84043,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8494169-5501,Active,Canyons School District,2012-11-19,2025-11-30,restricted,restricted,SANDY,UT,84094,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12348542-5501,Active,"JPHA, L.L.C.",2021-06-18,2025-11-30,restricted,restricted,Hooper,UT,84315,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5602834-5501,Active,HARDY PLUMBING INC,2004-04-05,2025-11-30,restricted,restricted,HIGHLAND,UT,84003,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13884151-5501,Active,"Jones Plumbing & Radiant Heat, LLC",2024-04-24,2025-11-30,restricted,restricted,Honeyville,UT,84314,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9022415-5501,Active,"Complete Appliance Repair and Service, LLC",2014-05-22,2025-11-30,restricted,restricted,SANDY,UT,840941235,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13298565-5501,Active,"BDL Plumbing, LLC",2023-03-21,2025-11-30,restricted,restricted,Grantsville,UT,84029,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8847112-5501,Active,"Industrial Piping & Welding, LLC",2014-01-06,2025-11-30,restricted,restricted,Syracuse,UT,84075,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12036485-5501,Active,"Salt City Company, LLC",2020-12-02,2025-11-30,restricted,restricted,Sandy,UT,84070,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5855715-5501,Active,"David Whiting Plumbing, LLC",2005-03-17,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84118,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13899452-5501,Active,Kodiak Plumbing and Heating LLC,2024-05-16,2025-11-30,restricted,restricted,Richmond,UT,84333,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11166591-5501,Active,"Lundberg Services, LLC",2022-05-20,2025-11-30,restricted,restricted,Bountiful,UT,84047,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11682777-5501,Active,JB Mechanical Inc,2020-03-05,2025-11-30,restricted,restricted,Riverton,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13161523-5501,Active,Carter Plumbing LLC,2022-12-19,2025-11-30,restricted,restricted,Layton,UT,84041,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6135090-5501,Active,"J. W. Plumbing, Inc.",2006-03-02,2025-11-30,restricted,restricted,Washington,UT,84780,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5959648-5501,Active,"Blackburn Plumbing, Inc.",2005-08-08,2025-11-30,restricted,restricted,ANNABELLA,UT,847110236,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11410630-5501,Active,"EMP Property Services, LLC",2019-09-13,2025-11-30,restricted,restricted,Riverton,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12210604-5501,Active,"ROMANO PLUMBING, LLC",2021-03-19,2025-11-30,restricted,restricted,RIVERTON,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,344142-5501,Active,Riverside Plumbing & Heating Inc,1997-10-06,2025-11-30,restricted,restricted,MOAB,UT,84532,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12315154-5501,Active,"A to Z Plumbing, LLC",2021-06-10,2025-11-30,restricted,restricted,Bountiful,UT,84010,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,373652-5501,Active,B.M.&J. Incorporated,1999-09-01,2025-11-30,restricted,restricted,MAGNA,UT,84044,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8025127-5501,Active,"Sunland Plumbing, LLC",2011-07-21,2025-11-30,restricted,restricted,HURRICANE,UT,84737,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14193933-5501,Active,Western Skies Mechanical LLC,2024-11-26,2025-11-30,restricted,restricted,Torrey,UT,84775,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5635710-5501,Active,Brent Alvey Plumbing Inc,2004-05-18,2025-11-30,restricted,restricted,OGDEN,UT,84401,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14155765-5501,Active,Patriot Project Management LLC,2024-10-16,2025-11-30,restricted,restricted,Orem,UT,84057,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13853092-5501,Active,High Desert Plumbing & HVAC LLC,2024-04-08,2025-11-30,restricted,restricted,Sandy,UT,84070,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14056246-5501,Active,K-Tech Plumbing Commercial and Custom LLC,2024-07-12,2025-11-30,restricted,restricted,Orem,UT,84058,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,4853781-5501,Active,"JACKSON PLUMBING & HEATING, INC.",2001-08-15,2025-11-30,restricted,restricted,Cedar City,UT,84721,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5889551-5501,Active,No Sweat Plumbing Inc,2005-04-26,2025-11-30,restricted,restricted,HEBER CITY,UT,84032,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8114026-5501,Active,Service Experts Heating & Air Conditioning LLC,2011-10-11,2025-11-30,restricted,restricted,MIDVALE,UT,84047,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14184057-5501,Active,AK Contracting LLC,2024-09-24,2025-11-30,restricted,restricted,Ephraim,UT,84627,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,226136-5501,Active,Joe Griffith Plumbing & Heating Inc,1911-01-01,2025-11-30,restricted,restricted,PARK CITY,UT,84068,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13457137-5501,Active,Sage Surfaces LLC,2023-07-10,2025-11-30,restricted,restricted,Magnolia,TX,77354,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12029809-5501,Active,TRUST PLUMBING COMPANY INC,2020-11-17,2025-11-30,restricted,restricted,RIVERTON,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13314570-5501,Active,Richardson Plumbing LLC,2023-03-31,2025-11-30,restricted,restricted,Wallsburg,UT,84082,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8651973-5501,Active,JL Plumbing LLC,2013-05-09,2025-11-30,restricted,restricted,Altamont,UT,84001,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13213925-5501,Active,B&B Plumbing & Construction LLC,2023-01-25,2025-11-30,restricted,restricted,Ogden,UT,84401,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12168273-5501,Active,"Up Front Services, LLC",2021-02-26,2025-11-30,restricted,restricted,Midvale,UT,84047,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11805034-5501,Active,THE DRAIN BOYZ PLUMBING PIPING & DRAIN CLEANING LLC,2020-06-29,2025-11-30,restricted,restricted,RIVERTON,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13136152-5501,Active,Pro Master Services LLC,2022-12-21,2025-11-30,restricted,restricted,Salt Lake City,UT,84107,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,228240-5501,Active,"COMFORT SYSTEMS USA (INTERMOUNTAIN), INC.",1911-01-01,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84104,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5212932-5501,Active,"LAKEVIEW PLUMBING, INC.",2003-01-13,2025-11-30,restricted,restricted,MAPLETON,UT,84664,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12582566-5501,Active,"Mule Plumbing, LLC",2021-12-03,2025-11-30,restricted,restricted,PAYSON,UT,84651,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11807064-5501,Active,Team Cheever LLC,2020-06-16,2025-11-30,restricted,restricted,PARK CITY,UT,84098,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11960954-5501,Active,Sutton Plumbing LLC,2020-09-25,2025-11-30,restricted,restricted,Williams,AZ,86046,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11633713-5501,Active,Goodfix Plumbing Co. LLC,2020-02-11,2025-11-30,restricted,restricted,WILLARD,UT,84340,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6108955-5501,Active,"RidgeLine Plumbing, Inc.",2006-02-08,2025-11-30,restricted,restricted,NORTH SALT LAKE,UT,84054,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5256195-5501,Active,"B & M PLUMBING & HEATING, INC.",2003-03-12,2025-11-30,restricted,restricted,BLUFFDALE,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5169766-5501,Active,"SHAWN HALL PLUMBING & MECHANICAL, INC.",2002-09-11,2025-11-30,restricted,restricted,MURRAY,UT,84107,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6856617-5501,Active,"Tim Demay Plumbing, Inc.",2008-02-14,2025-11-30,restricted,restricted,WEST JORDAN,UT,84081,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13969841-5501,Active,Premium Plumbing and HVAC LLC,2024-05-31,2025-11-30,restricted,restricted,Herriman,UT,84096,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8250565-5501,Active,"Arnold Plumbing & Heating, LLC",2017-01-10,2025-11-30,restricted,restricted,Midway,UT,84049,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,271928-5501,Active,Hussey Plumbing & Heating,1994-03-29,2025-11-30,restricted,restricted,PRICE,UT,84501,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,348022-5501,Active,Gary Sessions Plumbing Inc,1997-11-05,2025-11-30,restricted,restricted,HEBER,UT,84032,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8355655-5501,Active,"Ram Plumbing & Heating, LLC",2012-06-27,2025-11-30,restricted,restricted,LOGAN,UT,84321,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,5191621-5501,Active,"PLUMBCOR ENTERPRISES, INC.",2002-10-07,2025-11-30,restricted,restricted,PLEASANT GROVE,UT,840622926,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13109455-5501,Active,Blair Plumbing & Heating Inc,2022-11-18,2025-11-30,restricted,restricted,Syracuse,UT,84075,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6287176-5501,Active,Burton Plumbing Inc,2006-08-03,2025-11-30,restricted,restricted,SAINT GEORGE,UT,84770,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10971831-5501,Active,"C&C Mechanical Utah, Inc.",2018-09-11,2025-11-30,restricted,restricted,DENVER,CO,80246,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13148973-5501,Active,"M4 Plumbing, LLC",2023-01-03,2025-11-30,restricted,restricted,Snowville,UT,84336,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,4870390-5501,Active,ANDRUS PLUMBING INC.,2001-05-30,2025-11-30,restricted,restricted,RIVERTON,UT,840651035,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11991242-5501,Active,"B.C. Mechanical, LLC",2020-10-20,2025-11-30,restricted,restricted,BLUFFDALE,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7643459-5501,Active,"P.F. Plumbing & Heating, LLC",2010-04-13,2025-11-30,restricted,restricted,WEST VALLEY CITY,UT,84128,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13244150-5501,Active,Browns Plumbing Services LLC,2023-02-08,2025-11-30,restricted,restricted,Vernal,UT,84078,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,315629-5501,Active,Premier Plumbing LLC,1996-01-12,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84117,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13244352-5501,Active,ELD Justin Time Plumbing LLC,2023-02-10,2025-11-30,restricted,restricted,Millcreek,UT,84124,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9189146-5501,Active,Affinity Property Maintenance LLC,2014-10-15,2025-11-30,restricted,restricted,Midvale,UT,84047,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13694193-5501,Active,Undead Plumbing L.L.C.,2024-01-30,2025-11-30,restricted,restricted,Cedar City,UT,84720,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,8922467-5501,Active,Integrated Plumbing Solutions Incorporated,2014-02-28,2025-11-30,restricted,restricted,WEST JORDAN,UT,84084,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14198191-5501,Active,Red Mesa Plumbing LLC,2024-12-27,2027-11-30,restricted,restricted,Saint George,UT,84770,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,348915-5501,Active,"P.J. Plumbing, Inc.",1997-12-01,2025-11-30,restricted,restricted,ALPINE,UT,84004,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,378343-5501,Active,JR Plumbing Inc,1999-11-18,2025-11-30,restricted,restricted,SALEM,UT,84653,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14207860-5501,Active,Pine Ridge Plumbing LLC,2025-02-27,2027-11-30,restricted,restricted,Cedar City,UT,84720,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6845269-5501,Active,"Allstate Plumbing, Inc.",2008-01-09,2025-11-30,restricted,restricted,FRUIT HEIGHTS,UT,84037,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,7073512-5501,Active,Justin Losee,2019-02-13,2025-11-30,restricted,restricted,Salt Lake City,UT,84116,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9174109-5501,Active,Right Way Plumbing LLC,2014-10-02,2025-11-30,restricted,restricted,CENTERVILLE,UT,84014,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,12605257-5501,Active,Live Oak Homes Limited Liability Company,2021-12-29,2025-11-30,restricted,restricted,Gretna,LA,70054,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12438120-5501,Active,State Street Plumbing LLC,2021-09-09,2025-11-30,restricted,restricted,DRAPER,UT,84020,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10708323-5501,Active,Ramm Plumbing Co.,2018-02-15,2025-11-30,restricted,restricted,SALEM,UT,84653,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,4961149-5501,Active,"A&E PLUMBING & CONTRACTING, INC.",2002-03-04,2025-11-30,restricted,restricted,ST GEORGE,UT,84770,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11253389-5501,Active,Valentino's Plumbing LLC,2019-04-12,2025-11-30,restricted,restricted,Salt Lake City,UT,84104,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13140937-5501,Active,"Beehive Plumbing, LLC",2022-12-20,2025-11-30,restricted,restricted,Murray,UT,84107,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13813232-5501,Active,Over The Top Plumbing LLC,2024-03-12,2025-11-30,restricted,restricted,Saint George,UT,84790,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,376015-5501,Active,Davis Plumbing Inc,1999-08-12,2025-11-30,restricted,restricted,SPANISH FORK,UT,84660,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10913640-5501,Active,"K&L Plumbing, LLC",2018-07-23,2025-11-30,restricted,restricted,OREM,UT,84057,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12892562-5501,Active,Patriot Drain Cleaning LLC,2022-06-21,2025-11-30,restricted,restricted,Saint George,UT,84790,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5603186-5501,Active,"Precise Plumbing, Heating, Air Conditioning, & Construction Inc.",2004-03-26,2025-11-30,restricted,restricted,Riverton,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13140827-5501,Active,Evenflow Plumbing LLC,2022-12-09,2025-11-30,restricted,restricted,Clearfield,UT,84015,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,10846599-5501,Active,"Urban Plumbing & Heating, Inc.",2018-07-11,2025-11-30,restricted,restricted,FARMINGTON,UT,84025,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,1401757-5501,Active,"J & C TESTING AND SERVICE, INC.",2004-01-09,2025-11-30,restricted,restricted,CENTERVILLE,UT,84014,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6164249-5501,Active,"KJ Plumbing & Heating, LLC",2006-03-30,2025-11-30,restricted,restricted,DELTA,UT,84624,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,4917250-5501,Active,"HEATH PLUMBING, LLC",2001-07-10,2025-11-30,restricted,restricted,SAINT GEORGE,UT,84791,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,2059527-5501,Active,"MERIT CONSTRUCTION, LLC",2001-08-09,2025-11-30,restricted,restricted,TUSTIN,CA,92780,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13646408-5501,Active,Summit Plumbing and Mechanical LLC,2024-01-04,2025-11-30,restricted,restricted,Orem,UT,84057,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10768646-5501,Active,"Landmark Plumbing, LLC",2018-03-30,2025-11-30,restricted,restricted,PROVO,UT,84601,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13638030-5501,Active,Kings Peak Plumbing & Drains LLC,2024-01-02,2025-11-30,restricted,restricted,Salt Lake City,UT,84129,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9074931-5501,Active,Calvin Rex Nash,2014-07-07,2025-11-30,restricted,restricted,DAYTON,ID,83232,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9047333-5501,Active,NV Plumbing Corp,2014-05-27,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84115,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12127537-5501,Active,"Abbott Plumbing And Drain, Inc",2021-03-03,2025-11-30,restricted,restricted,TOOELE,UT,84074,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,371809-5501,Active,"Durrant Slate Plumbing, Inc.",1999-05-19,2025-11-30,restricted,restricted,MORGAN,UT,84050,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12877238-5501,Active,Park City Handyman Services LLC,2022-06-28,2025-11-30,restricted,restricted,Park City,UT,84098,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,272145-5501,Active,Pioneer Plumbing & Heating Inc,1994-03-29,2025-11-30,restricted,restricted,WEST JORDAN,UT,84084,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,319681-5501,Active,"Grant's Plumbing & Heating, Inc.",1996-04-22,2025-11-30,restricted,restricted,WASHINGTON,UT,84780,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,344311-5501,Active,Spencer Plumbing L C,1997-10-06,2025-11-30,restricted,restricted,SYRACUSE,UT,84075,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9526473-5501,Active,C4 Construction LLC,2015-09-14,2025-11-30,restricted,restricted,LEHI,UT,84043,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,240281-5501,Active,BROKEN ARROW INCORPORATED,1981-08-06,2025-11-30,restricted,restricted,TOOELE,UT,84074,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9718832-5501,Active,Kamson Plumbing LLC,2016-03-29,2025-11-30,restricted,restricted,FOUNTAIN GREEN,UT,84632,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6587191-5501,Active,"Luke's Word Of Mouth Plumbing & Drain Cleaning, Inc.",2007-04-27,2025-11-30,restricted,restricted,SANDY,UT,84093,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,1204755-5501,Active,"VR Plumbing, Inc.",2001-12-04,2025-11-30,restricted,restricted,PARK CITY,UT,84098,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11057337-5501,Active,"Drainbuster, L.L.C.",2018-11-26,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84101,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,1409671-5501,Active,"A.S.A.P. PLUMBING & DRAINS, INC.",2001-08-14,2025-11-30,restricted,restricted,SANDY,UT,84093,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8640096-5501,Active,"C & A Ventures, Inc",2013-04-17,2025-11-30,restricted,restricted,CLINTON,UT,84015,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,1448084-5501,Active,WHITESIDES PLUMBING INCORPORATED,2003-10-17,2025-11-30,restricted,restricted,MORGAN,UT,840509430,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5658650-5501,Active,Hulet Plumbing LLC,2004-06-10,2025-11-30,restricted,restricted,CEDAR CITY,UT,84721,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14216723-5501,Active,Gold Water Plumbing LLC,2025-04-14,2027-11-30,restricted,restricted,St George,UT,84790,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,8311576-5501,Active,"Maddux Company, LC",2012-05-10,2025-11-30,restricted,restricted,MURRAY,UT,84107,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,329905-5501,Active,"Tru-Flow Systems, Inc.",1996-11-12,2025-11-30,restricted,restricted,MAGNA,UT,84044,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,373007-5501,Active,"D.C.D. Plumbing, Inc.",1999-07-07,2025-11-30,restricted,restricted,OREM,UT,84057,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8434966-5501,Active,"Halladay Plumbing, Inc",2012-09-12,2025-11-30,restricted,restricted,CEDAR CITY,UT,84720,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13904169-5501,Active,Sam Garity Plumbing L.L.C.,2024-04-29,2025-11-30,restricted,restricted,Eagle Mountain,UT,84005,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12966650-5501,Active,R Plumbing LLC,2022-08-11,2025-11-30,restricted,restricted,Eagle Mountain,UT,84005,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8031004-5501,Active,"High Point Heating & Air Conditioning, LLC",2011-08-02,2025-11-30,restricted,restricted,SARATOGA SPRINGS,UT,84045,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5036000-5501,Active,LARSEN PLUMBING INC.,2003-12-05,2025-11-30,restricted,restricted,ST GEORGE,UT,84790,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13325362-5501,Active,Make Your Mark Plumbing LLC,2023-04-12,2025-11-30,restricted,restricted,VERNAL,UT,84078,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12837916-5501,Active,JTS Industrial and Mechanical Services LLC,2022-05-06,2025-11-30,restricted,restricted,Salt Lake City,UT,84118,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13204261-5501,Active,"Musselman Plumbing, LLC",2023-01-20,2025-11-30,restricted,restricted,Moab,UT,84532,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,370360-5501,Active,Frontier Mechanical LC,1999-04-14,2025-11-30,restricted,restricted,West Jordan,UT,84088,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11650781-5501,Active,West Desert Plumbing LLC,2020-02-21,2025-11-30,restricted,restricted,SANTA CLARA,UT,84765,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,1318073-5501,Active,"JIM HILL PLUMBING, INC.",2001-10-30,2025-11-30,restricted,restricted,NORTH LOGAN,UT,84341,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12213296-5501,Active,Mountain Ridge Plumbing LLC,2021-03-18,2025-11-30,restricted,restricted,Plain City,UT,84404,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13296377-5501,Active,The Plumbing Doctor L.L.C.,2023-03-20,2025-11-30,restricted,restricted,Ivins,UT,84738,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13282107-5501,Active,CM Plumbing LLC,2023-03-10,2025-11-30,restricted,restricted,Lehi,UT,84043,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13464797-5501,Active,Diamond J Plumbing & Mechanical LLC,2023-07-11,2025-11-30,restricted,restricted,Clearfield,UT,84015,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6212216-5501,Active,"Allen's Hungry Trout Plumbing, L.L.C.",2006-05-23,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84118,restricted,N,,restricted,P200 - General Plumbing contractor
