LICENSE TYPE,LICENSE NO,LICENSE STATUS,FULL NAME,ISSUE DATE,EXPIRATION DATE,ADDR LINE 1,ADDR LINE 2,CITY,STATE,ZIPCODE,PHONE,DISCIPLINARY ACTION,DOCKET NUMBER,EMAIL,QUALIFIER
Contractor With LRF,13858682-5501,Active,Octavio's Landscaping LLC,2024-04-04,2025-11-30,restricted,restricted,Salt Lake City,UT,84104,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11205543-5501,Active,Ikon Landscape LLC,2019-03-11,2025-11-30,restricted,restricted,DRAPER,UT,84020,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10410156-5501,Active,Utah State General Exterior LLC,2017-06-16,2025-11-30,restricted,restricted,OREM,UT,84057,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13400435-5501,Active,Monarch Valley Construction LLC,2023-06-29,2025-11-30,restricted,restricted,West Valley City,UT,84128,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12917097-5501,Active,Restart Tree Care And Landscaping Inc.,2022-07-06,2025-11-30,restricted,restricted,West Jordan,UT,84081,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13968197-5501,Active,ORG Landscaping LLC,2024-06-10,2025-11-30,restricted,restricted,Heber City,UT,84032,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,8301934-5501,Active,Park City Sprinkler and Lawn LLC,2012-04-26,2025-11-30,restricted,restricted,PARK CITY,UT,84060,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12336906-5501,Active,Frame Platinum LLC,2021-06-10,2025-11-30,restricted,restricted,Salt Lake City,UT,84129,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12862246-5501,Active,"Green Excavation and Construction, LLC",2022-05-23,2025-11-30,restricted,restricted,Taylorsville,UT,84129,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,276137-5501,Active,Dean A Hanson,1994-09-07,2025-11-30,restricted,restricted,BOUNTIFUL,UT,840102831,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13818566-5501,Active,"Garcia's Landscape, LLC",2024-03-14,2025-11-30,restricted,restricted,American Fork,UT,84003,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,7304865-5501,Active,"Becker Arena Products, Inc.",2009-04-30,2025-11-30,restricted,restricted,SHAKOPEE,MN,55379,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10438304-5501,Active,Deer Valley Landscaping LLC,2017-07-11,2025-11-30,restricted,restricted,HEBER CITY,UT,84032,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,8810949-5501,Active,"Intermountain Total Facility Services, LLC",2013-10-10,2025-11-30,restricted,restricted,GRANTSVILLE,UT,84029,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10168960-5501,Active,Misc Aeration LLC,2017-01-31,2025-11-30,restricted,restricted,Kanab,UT,84741,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13989781-5501,Active,Mountain Gate Fencing LLC,2024-06-07,2025-11-30,restricted,restricted,South Salt Lake,UT,84115,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12458331-5501,Active,Ironhorse Welding and Design LLC,2021-08-31,2025-11-30,restricted,restricted,Hurricane,UT,84737,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,5069634-5501,Active,"YARD MASTERS, INC.",2003-12-02,2025-11-30,restricted,restricted,OGDEN,UT,84404,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11732362-5501,Active,Select Sod Services LLC,2020-04-15,2025-11-30,restricted,restricted,TREMONTON,UT,84337,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12155801-5501,Active,"Dreamy Valley Landscaping LLC, The",2021-02-10,2025-11-30,restricted,restricted,WEST VALLEY CITY,UT,84120,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10786690-5501,Active,"Russ Newman Enterprises, LLC",2018-04-13,2025-11-30,restricted,restricted,EAGLE MOUNTAIN,UT,84005,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13113593-5501,Active,Global Group Construction LLC,2022-11-17,2025-11-30,restricted,restricted,OREM,UT,84057,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13000630-5501,Active,"H&R Home Builder, LLC",2022-09-01,2025-11-30,restricted,restricted,Sandy,UT,84070,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11907523-5501,Active,R7 Sprinklers & Landscaping LLC,2020-09-08,2025-11-30,restricted,restricted,WEST VALLEY CITY,UT,84119,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10371844-5501,Active,RCB Construction LLC,2017-06-07,2025-11-30,restricted,restricted,LAYTON,UT,84041,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13960904-5501,Active,Freedom Handymen LLC,2024-05-28,2025-11-30,restricted,restricted,Washington,UT,84780,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13407347-5501,Active,On Point Excavation PLLC,2023-06-29,2025-11-30,restricted,restricted,American Fork,UT,84003,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10438310-5501,Active,"A & N Landscaping, LLC",2017-07-11,2025-11-30,restricted,restricted,MAGNA,UT,84044,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13105764-5501,Active,JJ Hernandez Enterprises LLC,2022-11-09,2025-11-30,restricted,restricted,Taylorsville,UT,84129,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13644482-5501,Active,Utah Lawn Care Inc.,2024-01-08,2025-11-30,restricted,restricted,Salt Lake City,UT,84115,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12846187-5501,Active,J Pulido Pool Steel LLC,2022-05-12,2025-11-30,restricted,restricted,Las Vegas,NV,89131,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,6508704-5501,Active,West Coast Turf Inc.,2007-03-08,2025-11-30,restricted,restricted,PALM DESERT,CA,92261,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11248281-5501,Active,Rain Dance Splash Pads LLC,2019-04-10,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84115,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,231491-5501,Active,Diamond Tree Experts Inc,1911-01-01,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,841154207,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13380847-5501,Active,Columbia Lake Construction LLC,2023-05-19,2025-11-30,restricted,restricted,Orem,UT,84057,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,4891337-5501,Active,"MARTIN LANDSCAPE, L.L.C.",2002-01-11,2025-11-30,restricted,restricted,South Jordan,UT,84009,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13356968-5501,Active,Rockaholics LLC.,2023-05-16,2025-11-30,restricted,restricted,Riverton,UT,84065,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14190223-5501,Active,Cache Hauling and Demo LLC,2024-10-31,2025-11-30,restricted,restricted,Logan,UT,84341,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,6200458-5501,Active,"Stout Building Contractors, LLC",2006-05-03,2025-11-30,restricted,restricted,BOUNTIFUL,UT,84010,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11230490-5501,Active,Green Land Landscaping LLC,2019-04-03,2025-11-30,restricted,restricted,AXTELL,UT,84621,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13440845-5501,Active,El Macho Landscaping LLC,2023-06-27,2025-11-30,restricted,restricted,Ogden,UT,84405,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12427574-5501,Active,Utah's Professional Lawn Care LLC,2021-09-14,2025-11-30,restricted,restricted,OREM,UT,84097,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10632968-5501,Active,Green Acre Landscape Services LLC,2017-12-21,2025-11-30,restricted,restricted,DRAPER,UT,84020,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,9585245-5501,Active,Ken Ellis Lambeth,2015-11-13,2025-11-30,restricted,restricted,CEDAR CITY,UT,84721,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,9249157-5501,Active,Miguels Lawncare Services LLC,2017-09-18,2025-11-30,restricted,restricted,ST GEORGE,UT,84790,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,249275-5501,Active,Wilkinson Outdoor Maintenance LLC,1989-07-08,2025-11-30,restricted,restricted,MORGAN,UT,84050,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,4884353-5501,Active,JENSEN FAMILY LANDSCAPE,2001-04-04,2025-11-30,restricted,restricted,ERDA,UT,840749222,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,6469449-5501,Active,C & C Landscaping Inc,2007-01-31,2025-11-30,restricted,restricted,SYRACUSE,UT,84075,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12345190-5501,Active,Rangel Masonry Inc,2021-07-09,2025-11-30,restricted,restricted,Layton,UT,84041,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13944574-5501,Active,Spartan Fencing & Landscaping LLC,2024-05-20,2025-11-30,restricted,restricted,Heber City,UT,84032,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13870335-5501,Active,Pro-Superior Concrete Construction LLC,2024-04-11,2025-11-30,restricted,restricted,West Valley City,UT,84120,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,9418803-5501,Active,"MOD Landscaping, LLC",2015-05-28,2025-11-30,restricted,restricted,Santa Clara,UT,84765,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13730647-5501,Active,"Pickleball Systems, LLC",2024-02-04,2025-11-30,restricted,restricted,Salt Lake City,UT,84124,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12781960-5501,Active,Vomzion Services LLC,2023-03-21,2025-11-30,restricted,restricted,Gunnison,UT,84634,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,287272-5501,Active,Labrum Landscaping,1995-02-02,2025-11-30,restricted,restricted,SOUTH JORDAN,UT,84095,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10772851-5501,Active,"D.O.C. Concrete, LLC",2018-04-03,2025-11-30,restricted,restricted,TAYLORSVILLE,UT,84129,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12242987-5501,Active,ROCKY MOUNTAIN DIRT WORK & LANDSCAPING L.L.C.,2021-04-05,2025-11-30,restricted,restricted,HEBER CITY,UT,84032,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12970495-5501,Active,"Elegant Pools, Inc.",2022-08-19,2025-11-30,restricted,restricted,Las Vegas,NV,89110,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13293780-5501,Active,CGC Decores LLC,2023-03-21,2025-11-30,restricted,restricted,Orem,UT,84058,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12308044-5501,Active,"Sorensen Sprinkler Service, LLC",2021-05-25,2025-11-30,restricted,restricted,Providence,UT,84332,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,9036133-5501,Active,"Elite Landscape Services, LLC",2015-01-21,2025-11-30,restricted,restricted,FARMINGTON,UT,84025,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11732154-5501,Active,PREMIER LANDSCAPE DESIGNS LLC,2020-04-15,2025-11-30,restricted,restricted,ST GEORGE,UT,84770,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14215336-5501,Active,Pristine Landscape LLC,2025-04-08,2027-11-30,restricted,restricted,Ogden,UT,84404,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13453129-5501,Active,Tyger LLC,2023-07-28,2025-11-30,restricted,restricted,Lehi,UT,84043,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,5922997-5501,Active,"Rasmussen Lawns & Landscape, Inc.",2005-09-22,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84115,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13944842-5501,Active,Long Drive Lawns L.L.C.,2024-05-20,2025-11-30,restricted,restricted,Syracuse,UT,84075,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,262409-5501,Active,"Potter Sprinkling and Fencing, LLC",1993-05-21,2025-11-30,restricted,restricted,KAYSVILLE,UT,84037,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11666434-5501,Active,CBL Landscaping & Lighting LLC,2020-02-24,2025-11-30,restricted,restricted,LINDON,UT,84042,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11605624-5501,Active,JRC Homes LLC,2020-04-02,2025-11-30,restricted,restricted,RIVERTON,UT,84065,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13585838-5501,Active,Froiland Solutions LLC,2023-11-02,2025-11-30,restricted,restricted,West Valley City,UT,84128,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14037803-5501,Active,CRV Welding & Fabrication LLC,2024-10-22,2025-11-30,restricted,restricted,Naples,UT,84078,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12789040-5501,Active,Marriott Excavation L.L.C.,2022-04-07,2025-11-30,restricted,restricted,Ogden,UT,84404,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10933418-5501,Active,Rojas Landscaping LLC,2018-09-19,2025-11-30,restricted,restricted,WEST VALLEY CITY,UT,84119,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,6962404-5501,Active,Jesse Frank Smith,2008-04-09,2025-11-30,restricted,restricted,PAROWAN,UT,84761,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14001116-5501,Active,24 Hour Restoration LLC,2024-08-05,2025-11-30,restricted,restricted,Salt Lake City,UT,84104,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11343748-5501,Active,Eco Smart Landscaping LLC,2019-06-27,2025-11-30,restricted,restricted,OREM,UT,84097,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14186952-5501,Active,H&A SLC LLC,2024-10-07,2025-11-30,restricted,restricted,Salt Lake City,UT,84115,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11976408-5501,Active,Mariva Investments LLC,2021-01-11,2025-11-30,restricted,restricted,Draper,UT,84020,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,5602934-5501,Active,"Dennison Landscaping, LLC",2004-03-26,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84121,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13258019-5501,Active,Ray Construction Services LLC,2023-02-22,2025-11-30,restricted,restricted,Magna,UT,84044,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13385073-5501,Active,"Strong Roofing & Construction, LLC",2023-05-24,2025-11-30,restricted,restricted,West Valley City,UT,84119,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,5234407-5501,Active,"J & L GARDEN CENTER AND LANDSCAPING, INC.",2003-06-30,2025-11-30,restricted,restricted,BOUNTIFUL,UT,84010,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12919221-5501,Active,OT Concrete Construction LLC,2022-07-07,2025-11-30,restricted,restricted,Santaquin,UT,84655,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13837964-5501,Active,Exact Landscapes LLC,2024-03-29,2025-11-30,restricted,restricted,Saratoga Springs,UT,84045,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14126720-5501,Active,Summit Contracting LLC,2024-09-11,2025-11-30,restricted,restricted,Brigham City,UT,84302,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14035484-5501,Active,lokomaikai K.I. Recca,2024-07-02,2025-11-30,restricted,restricted,Ogden,UT,84403,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,4730491-5501,Active,"LARSON TOWER SPECIALISTS, L.L.C.",2000-06-20,2025-11-30,restricted,restricted,Riverton,UT,840657228,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13678588-5501,Active,"Blossom Landscapes & Design, Inc",2024-01-16,2025-11-30,restricted,restricted,West Valley City,UT,84120,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10495257-5501,Active,EDGEPOINT LANDSCAPE & DESIGN LLC,2017-08-24,2025-11-30,restricted,restricted,Springville,UT,84663,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11676325-5501,Active,"MixLarson, Inc",2020-04-01,2025-11-30,restricted,restricted,NORTH SALT LAKE,UT,84054,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13788519-5501,Active,Hayden Buck Cloward,2024-02-29,2025-11-30,restricted,restricted,Castle Dale,UT,84513,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12916874-5501,Active,JMC Property Maintenance Inc.,2022-06-30,2025-11-30,restricted,restricted,Sandy,UT,84070,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13298657-5501,Active,Elite Guard Fence & Decks LLC,2023-03-23,2025-11-30,restricted,restricted,Spanish Fork,UT,84660,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,4925693-5501,Active,"TUECO, INC,",2001-11-09,2025-11-30,restricted,restricted,PERRY,UT,84302,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12003687-5501,Active,Lema Landscaping LLC,2020-11-18,2025-11-30,restricted,restricted,WEST JORDAN,UT,84081,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13166078-5501,Active,Landscape Utah LLC,2023-01-24,2025-11-30,restricted,restricted,Clearfield,UT,84015,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13906118-5501,Active,Mountain Side Landscaping LLC,2024-04-30,2025-11-30,restricted,restricted,Ogden,UT,84414,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,5866001-5501,Active,"Sunscape Landscaping, LLC",2005-04-05,2025-11-30,restricted,restricted,Ogden,UT,844057734,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13896035-5501,Active,"Robis Fence, LLC",2024-04-25,2025-11-30,restricted,restricted,Logan,UT,84321,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13464792-5501,Active,Twin Peaks Concrete LLC,2023-07-11,2025-11-30,restricted,restricted,HIGHLAND,UT,84003,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12717082-5501,Active,"Young Legacy Landscape, LLC",2022-02-25,2025-11-30,restricted,restricted,West Valley City,UT,84128,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,232561-5501,Active,"Dolphin Pools, Inc.",1911-01-01,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84117,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10690242-5501,Active,Tony's Landscaping & Excavation LLC,2018-02-05,2025-11-30,restricted,restricted,HENEFER,UT,84033,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,5566529-5501,Active,Kanab Fence Works,2004-02-02,2025-11-30,restricted,restricted,WASHINGTON,UT,84780,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11672635-5501,Active,Absolute Water Professionals LLC,2020-02-26,2025-11-30,restricted,restricted,COTTONWOOD HEIGHTS,UT,84121,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12714058-5501,Active,"All in One Concrete and Landscaping, LLC",2022-04-14,2025-11-30,restricted,restricted,Clinton,UT,84015,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,5861548-5501,Active,"Hymas Landscape, Inc.",2005-03-21,2025-11-30,restricted,restricted,WEST JORDAN,UT,84081,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,6056737-5501,Active,"Reinheit Landscaping and Maintenance, Inc.",2006-01-03,2025-11-30,restricted,restricted,WOODLAND HILLS,UT,84653,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13993759-5501,Active,"ProSeed Solutions, LLC",2024-06-14,2025-11-30,restricted,restricted,Glendale,UT,84729,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,5948946-5501,Active,"Landscape By Design, Inc.",2005-08-01,2025-11-30,restricted,restricted,ALPINE,UT,84004,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,7667965-5501,Active,"Arnold's Custom Seeding, LLC",2010-05-17,2025-11-30,restricted,restricted,KEENESBURG,CO,80643,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12791445-5501,Active,Bronco Landscape and General Services LLC,2022-04-07,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84104,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14184236-5501,Active,"Sioeli & Lesieli Havea Construction, LLC",2024-09-30,2025-11-30,restricted,restricted,West Jordan,UT,84088,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10812240-5501,Active,"Family Tradition Construction, LLC",2018-05-01,2025-11-30,restricted,restricted,HEBER CITY,UT,84032,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12603208-5501,Active,"DM Siding Exteriors, LLC",2021-12-16,2025-11-30,restricted,restricted,Clearfield,UT,84015,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10283134-5501,Active,"Hawker Landscape Services, LLC",2017-03-09,2025-11-30,restricted,restricted,WEST JORDAN,UT,84081,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11795225-5501,Active,"A and C Fireplaces, LLC",2020-06-16,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84124,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13926118-5501,Active,Highly Recommended LLC,2024-05-21,2025-11-30,restricted,restricted,Salt Lake City,UT,84124,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14028842-5501,Active,"Supreme Built Construction, LLC",2024-06-26,2025-11-30,restricted,restricted,New Harmony,UT,84757,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10248607-5501,Active,"Interstate Barricades, LLC",2017-02-03,2025-11-30,restricted,restricted,Layton,UT,84041,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12805745-5501,Active,High Creek Excavation LLC,2022-04-18,2025-11-30,restricted,restricted,Lewiston,UT,84320,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14137355-5501,Active,"Backyard Innovations, LLC",2024-09-18,2025-11-30,restricted,restricted,Payson,UT,84651,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11789980-5501,Active,"Ridge Design Co, LLC",2020-09-18,2025-11-30,restricted,restricted,CEDAR HILLS,UT,84062,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,7660012-5501,Active,Knox Custom Fabrication Inc.,2010-05-24,2025-11-30,restricted,restricted,COTTONWOOD HEIGHTS,UT,84121,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,342145-5501,Active,Allied Fence Co,1997-07-30,2025-11-30,restricted,restricted,WEST JORDAN,UT,84088,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,6299922-5501,Active,Sonic Solutions LLC,2006-08-22,2025-11-30,restricted,restricted,BINGHAM CANYON,UT,84006,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13937475-5501,Active,JR Outdoor Living Inc,2024-06-11,2025-11-30,restricted,restricted,Park City,UT,84098,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13305438-5501,Active,Boulderdash Dirt Works LLC,2023-05-22,2025-11-30,restricted,restricted,Logan,UT,84321,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13984660-5501,Active,"Terraced Earthworks, LLC",2024-06-13,2025-11-30,restricted,restricted,Morgan,UT,84050,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14207663-5501,Active,Kaieteur Contracting L.L.C.,2025-02-21,2027-11-30,restricted,restricted,Sandy,UT,84092,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14009087-5501,Active,DCO Enterprises LLC,2024-06-14,2025-11-30,restricted,restricted,Salem,UT,84653,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,9225195-5501,Active,"Empire Iron, LLC",2014-12-05,2025-11-30,restricted,restricted,HEBER,UT,84032,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13296230-5501,Active,"Deer Creek Landscaping, LLC",2023-03-21,2025-11-30,restricted,restricted,Alpine,UT,84004,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,345338-5501,Active,Wildflower Designs Inc,1997-10-06,2025-11-30,restricted,restricted,PARK CITY,UT,84098,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14185815-5501,Active,Black Wall Landscape LLC,2024-12-12,2027-11-30,restricted,restricted,West Valley City,UT,84120,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11203702-5501,Active,"Chopper Landscaping, L.L.C.",2019-03-13,2025-11-30,restricted,restricted,Salt Lake City,UT,84101,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10089379-5501,Active,Fruitland Rock Products LLC,2016-09-13,2025-11-30,restricted,restricted,FRUITLAND,UT,84027,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12424231-5501,Active,"DB Heating & Air Conditioning, LLC",2021-08-10,2025-11-30,restricted,restricted,OGDEN,UT,84404,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13673783-5501,Active,"G3Dirtworx, LLC",2024-01-24,2025-11-30,restricted,restricted,Lehi,UT,84043,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,4748446-5501,Active,FRANK BUHLER CONSTRUCTION INC,2000-07-05,2025-11-30,restricted,restricted,AMERICAN FORK,UT,84003,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
